type,ident,lat,lon,clock,updateType,id,air_ground,hexid,alt,gs,heading,rp1lat,rp1lon,rp1alt,rp1clock,fob,oat,airspeed_kts,airspeed_mach,winds,eta,baro_alt,gps-alt,atcident,reg,squawk,altChange,geometry
position,UAL633,42.01884,-87.93942,2016-04-14T11:06:50.000-07:00,A,UAL633-1461994235-airline-0070,A,A46CC1,7000,271,318,,,,,,,,,,,,,,N38417,2601,D,"-87.93942,42.01884,7000"
position,UAL896,41.96391,-88.36106,2016-04-14T11:06:50.000-07:00,A,UAL896-1461994239-airline-0020,A,AAC136,6900,186,88,,,,,,,,,,,,,,N792UA,3427, ,"-88.36106,41.96391,6900"
position,N631CD,36.40833,-121.83833,2016-04-14T11:06:59.000-07:00,Z,N631CD-1462136406-1-0,A,,8900,152,144,,,,,,,,,,2016-04-14T11:49:58.000-07:00,,,,,, ,"-121.83833,36.40833,8900"
position,SKW5439,32.91867,-117.5165,2016-04-14T11:06:54.000-07:00,A,SKW5439-1461994146-airline-0138,A,A0B6EA,11300,340,314,,,,,,,,,,,,,,N145SY,7352,C,"-117.5165,32.91867,11300"
position,UAL908,41.96451,-88.24966,2016-04-14T11:06:53.000-07:00,A,UAL908-1461994239-airline-0130,A,A87D48,5300,181,89,,,,,,,,,,,,,,N646UA,6053,D,"-88.24966,41.96451,5300"
position,UAL667,41.99729,-87.85517,2016-04-14T11:06:52.000-07:00,A,UAL667-1461994236-airline-0082,A,AA56B8,2100,194,15,,,,,,,,,,,,,,N76519,7273,C,"-87.85517,41.99729,2100"
position,VRD927,36.9466,-121.9521,2016-04-14T11:06:56.000-07:00,A,VRD927-1461994251-airline-0017,A,A83988,12000,351,347,,,,,,,,,,,,,,N629VA,,D,"-121.9521,36.9466,12000"
position,DAL758,32.97788,-117.4209,2016-04-14T11:06:57.000-07:00,A,DAL758-1461994063-airline-0084,A,AB0D76,26600,504,137,,,,,,,,,,,,,,N811DZ,,C,"-117.4209,32.97788,26600"
position,WBR2107,42.11667,-88.03333,2016-04-14T11:07:04.000-07:00,Z,WBR2107-1462037400-schedule-0002,A,,3900,156,323,,,,,,,,,,2016-04-14T12:41:46.000-07:00,,,,,, ,"-88.03333,42.11667,3900"
position,SWA3014,41.51667,-87.46667,2016-04-14T11:07:10.000-07:00,Z,SWA3014-1461994256-airline-0140,A,,4000,270,277,,,,,,,,,,2016-04-14T11:15:14.000-07:00,,,,,,D,"-87.46667,41.51667,4000"
position,UAL293,33.20972,-117.16167,2016-04-14T11:07:10.000-07:00,Z,UAL293-1461994227-airline-0291,A,,17500,371,277,,,,,,,,,,2016-04-14T11:23:34.000-07:00,,,,,,D,"-117.16167,33.20972,17500"
position,UAL244,41.96667,-88.13333,2016-04-14T11:07:09.000-07:00,Z,UAL244-1461994227-airline-0308,A,,3500,181,89,,,,,,,,,,2016-04-14T11:10:17.000-07:00,,,,,,D,"-88.13333,41.96667,3500"
position,N990H,41.9586,-87.25802,2016-04-14T11:06:58.000-07:00,A,N990H-1462132753-3-2,A,ADD352,45000,349,262,,,,,,,,,,,,,,N990H,3462, ,"-87.25802,41.9586,45000"
position,CPZ5746,33.23333,-117.41667,2016-04-14T11:07:07.000-07:00,Z,CPZ5746-1461994061-airline-0035,A,,12000,358,270,,,,,,,,,,2016-04-14T11:22:08.000-07:00,,,,,,D,"-117.41667,33.23333,12000"
position,UAL229,32.68619,-116.9955,2016-04-14T11:07:04.000-07:00,A,UAL229-1461994227-airline-0297,A,A5D28E,3700,255,287,,,,,,,,,,,,,,N47414,,D,"-116.9955,32.68619,3700"
position,N63251,36.93333,-122,2016-04-14T11:07:14.000-07:00,Z,N63251-1462207229-1-1,A,,5000,107,141,,,,,,,,,,2016-04-14T11:28:41.000-07:00,,,,,, ,"-122,36.93333,5000"
position,UAL896,41.96407,-88.34912,2016-04-14T11:07:05.000-07:00,A,UAL896-1461994239-airline-0020,A,AAC136,6900,185,88,,,,,,,,,,,,,,N792UA,3427, ,"-88.34912,41.96407,6900"
position,N927JC,32.66972,-117.09861,2016-04-14T11:07:10.000-07:00,Z,N927JC-1462201429-11-0,A,,25000,309,135,,,,,,,,,,2016-04-14T13:40:07.000-07:00,,,,,, ,"-117.09861,32.66972,25000"
position,BYA789,32.69639,-117.20778,2016-04-14T11:07:10.000-07:00,Z,BYA789-1462208409-adhoc-0,A,,5000,124,304,,,,,,,,,,2016-04-14T11:07:26.000-07:00,,,,,,C,"-117.20778,32.69639,5000"
position,UAL633,42.03259,-87.95611,2016-04-14T11:07:05.000-07:00,A,UAL633-1461994235-airline-0070,A,A46CC1,6900,261,318,,,,,,,,,,,,,,N38417,2601,D,"-87.95611,42.03259,6900"
position,AMX773,32.33784,-116.7955,2016-04-14T11:07:07.000-07:00,A,AMX773-1461993999-airline-0128,A,A688FA,13500,326,120,,,,,,,,,,,,,,N520AM,1444,C,"-116.7955,32.33784,13500"
position,UAL908,41.96466,-88.23376,2016-04-14T11:07:08.000-07:00,A,UAL908-1461994239-airline-0130,A,A87D48,5100,180,89,,,,,,,,,,,,,,N646UA,,D,"-88.23376,41.96466,5100"
position,SWA451,41.92282,-88.02358,2016-04-14T11:07:07.000-07:00,A,SWA451-1461994257-airline-0095,A,ABE0BB,37000,512,86,,,,,,,,,,,,,,N8645A,3704, ,"-88.02358,41.92282,37000"
position,VRD218,36.95405,-121.6611,2016-04-14T11:07:08.000-07:00,A,VRD218-1461994251-airline-0311,A,A84706,24500,448,128,,,,,,,,,,,,,,N632VA,3607,C,"-121.6611,36.95405,24500"
position,VRD953,36.72022,-121.8766,2016-04-14T11:07:08.000-07:00,A,VRD953-1461994251-airline-0444,A,A6A882,16700,357,328,,,,,,,,,,,,,,N528VA,,D,"-121.8766,36.72022,16700"
position,N65680,37.12111,-76.51556,2016-04-14T11:07:17.000-07:00,Z,N65680-1462210504-2-0,A,,800,63,260,,,,,,,,,,2016-04-14T11:30:40.000-07:00,,,,,,C,"-76.51556,37.12111,800"
position,N9262C,37.14444,-76.57361,2016-04-14T11:07:11.000-07:00,Z,N9262C-1462210142-11-2,A,,2600,105,342,,,,,,,,,,2016-04-14T11:13:39.000-07:00,,,,,,C,"-76.57361,37.14444,2600"
position,N867K,36.59,-121.98861,2016-04-14T11:07:11.000-07:00,Z,N867K-1462143577-2-0,A,,8900,186,221,,,,,,,,,,2016-04-14T12:55:25.000-07:00,,,,,,C,"-121.98861,36.59,8900"
position,SKW5030,42.19667,-87.83833,2016-04-14T11:07:16.000-07:00,Z,SKW5030-1461994233-airline-0125,A,,10500,274,342,,,,,,,,,,2016-04-14T12:03:23.000-07:00,,,,,,C,"-87.83833,42.19667,10500"
position,SWA1127,36.66389,-121.50028,2016-04-14T11:07:23.000-07:00,Z,SWA1127-1461994255-airline-0341,A,,13800,340,343,,,,,,,,,,2016-04-14T11:20:50.000-07:00,,,,,,D,"-121.50028,36.66389,13800"
position,CKK221,36.50359,-121.9473,2016-04-14T11:07:14.000-07:00,A,CKK221-1462161637-9-1,A,7805DD,33000,514,117,,,,,,,,,,,,,,B2077,1454, ,"-121.9473,36.50359,33000"
position,N27850,36.95194,-76.67222,2016-04-14T11:07:20.000-07:00,Z,N27850-1462146080-17-0,A,,14100,171,228,,,,,,,,,,2016-04-14T11:52:55.000-07:00,,,,,, ,"-76.67222,36.95194,14100"
position,N85JE,41.54654,-88.2533,2016-04-14T11:07:17.000-07:00,A,N85JE-1462136372-36-1,A,ABA5CC,45000,381,270,,,,,,,,,,,,,,N85JE,, ,"-88.2533,41.54654,45000"
position,SKW5439,32.94704,-117.5497,2016-04-14T11:07:18.000-07:00,A,SKW5439-1461994146-airline-0138,A,A0B6EA,12600,337,319,,,,,,,,,,,,,,N145SY,7352,C,"-117.5497,32.94704,12600"
position,FFT105,37.19505,-75.73616,2016-04-14T11:07:18.000-07:00,A,FFT105-1461994084-airline-0117,A,A1A523,26500,429,13,,,,,,,,,,,,,,N205FR,4017,D,"-75.73616,37.19505,26500"
position,UAL229,32.6914,-117.0154,2016-04-14T11:07:19.000-07:00,A,UAL229-1461994227-airline-0297,A,A5D28E,3500,245,288,,,,,,,,,,,,,,N47414,7027,D,"-117.0154,32.6914,3500"
position,UAL896,41.9642,-88.32839,2016-04-14T11:07:20.000-07:00,A,UAL896-1461994239-airline-0020,A,AAC136,6700,184,89,,,,,,,,,,,,,,N792UA,3427,D,"-88.32839,41.9642,6700"
position,UAL633,42.04395,-87.97227,2016-04-14T11:07:20.000-07:00,A,UAL633-1461994235-airline-0070,A,A46CC1,6700,254,306,,,,,,,,,,,,,,N38417,2601,D,"-87.97227,42.04395,6700"
position,AAL1096,41.66667,-87.51667,2016-04-14T11:07:21.000-07:00,Z,AAL1096-1461993948-airline-0009,A,,11000,347,324,,,,,,,,,,2016-04-14T11:21:44.000-07:00,,,,,, ,"-87.51667,41.66667,11000"
position,UAL908,41.9647,-88.21689,2016-04-14T11:07:23.000-07:00,A,UAL908-1461994239-airline-0130,A,A87D48,4800,178,90,,,,,,,,,,,,,,N646UA,6053,D,"-88.21689,41.9647,4800"
position,RTD10,37.14861,-75.83889,2016-04-14T11:07:29.000-07:00,Z,RTD10-1462200637-2-1,A,,6800,257,314,,,,,,,,,,2016-04-14T11:17:09.000-07:00,,,,,,D,"-75.83889,37.14861,6800"
position,DAL1392,33.17361,-116.85444,2016-04-14T11:07:23.000-07:00,Z,DAL1392-1461994052-airline-0156,A,,22500,410,278,,,,,,,,,,2016-04-14T11:26:28.000-07:00,,,,,,D,"-116.85444,33.17361,22500"
position,TCF3596,41.86667,-87.95,2016-04-14T11:07:15.000-07:00,Z,TCF3596-1461994171-airline-0041,A,,5700,272,217,,,,,,,,,,2016-04-14T12:07:52.000-07:00,,,,,,C,"-87.95,41.86667,5700"
position,N9262C,37.14472,-76.5725,2016-04-14T11:07:23.000-07:00,Z,N9262C-1462210142-11-2,A,,2600,90,70,,,,,,,,,,2016-04-14T11:13:39.000-07:00,,,,,, ,"-76.5725,37.14472,2600"
position,SWA1491,41.51667,-87.3,2016-04-14T11:07:27.000-07:00,Z,SWA1491-1461994255-airline-0105,A,,4500,275,270,,,,,,,,,,2016-04-14T11:17:59.000-07:00,,,,,,D,"-87.3,41.51667,4500"
position,ASQ4213,42,-88,2016-04-14T11:07:27.000-07:00,Z,ASQ4213-1461994229-airline-0392,A,,1800,131,90,,,,,,,,,,2016-04-14T11:08:23.000-07:00,,,,,,D,"-88,42,1800"
position,SKW5868,41.51667,-87.36667,2016-04-14T11:07:33.000-07:00,Z,SKW5868-1461994235-airline-0313,A,,11000,342,323,,,,,,,,,,2016-04-14T11:24:02.000-07:00,,,,,, ,"-87.36667,41.51667,11000"
position,SWA3784,41.55611,-87.62667,2016-04-14T11:07:28.000-07:00,Z,SWA3784-1461994257-airline-0052,A,,4000,267,286,,,,,,,,,,2016-04-14T11:14:48.000-07:00,,,,,, ,"-87.62667,41.55611,4000"
position,N990H,41.95148,-87.32279,2016-04-14T11:07:28.000-07:00,A,N990H-1462132753-3-2,A,ADD352,45000,350,262,,,,,,,,,,,,,,N990H,3462, ,"-87.32279,41.95148,45000"
position,AAL29,36.88694,-76.21778,2016-04-14T11:07:38.000-07:00,Z,AAL29-1461993947-airline-0151,A,,37000,474,21,,,,,,,,,,2016-04-14T12:10:14.000-07:00,,,,,, ,"-76.21778,36.88694,37000"
position,SWA3095,36.7025,-121.27028,2016-04-14T11:07:36.000-07:00,Z,SWA3095-1461994256-airline-0667,A,,37200,471,131,,,,,,,,,,2016-04-14T12:20:31.000-07:00,,,,,,C,"-121.27028,36.7025,37200"
position,EJA354,37.00838,-121.767,2016-04-14T11:07:29.000-07:00,A,EJA354-1462143331-1-0,A,A3F518,28000,439,128,,,,,,,,,,,,,,N354QS,3273,C,"-121.767,37.00838,28000"
position,DAL758,32.92195,-117.3607,2016-04-14T11:07:30.000-07:00,A,DAL758-1461994063-airline-0084,A,AB0D76,27400,506,137,,,,,,,,,,,,,,N811DZ,7634,C,"-117.3607,32.92195,27400"
position,SWA2387,42.12972,-87.30861,2016-04-14T11:07:28.000-07:00,Z,SWA2387-1461994256-airline-0719,A,,29900,467,102,,,,,,,,,,2016-04-14T12:23:34.000-07:00,,,,,,C,"-87.30861,42.12972,29900"
position,DAL2449,41.66167,-87.76444,2016-04-14T11:07:41.000-07:00,Z,DAL2449-1461994054-airline-0262,A,,3000,226,285,,,,,,,,,,2016-04-14T11:10:38.000-07:00,,,,,, ,"-87.76444,41.66167,3000"
position,UAL667,42.03737,-87.86009,2016-04-14T11:07:31.000-07:00,A,UAL667-1461994236-airline-0082,A,AA56B8,4300,210,353,,,,,,,,,,,,,,N76519,7273,C,"-87.86009,42.03737,4300"
position,DAL799,37.34111,-75.96222,2016-04-14T11:07:35.000-07:00,Z,DAL799-1461994064-airline-0167,A,,29000,494,23,,,,,,,,,,2016-04-14T11:43:09.000-07:00,,,,,, ,"-75.96222,37.34111,29000"
position,JBU127,37.10556,-76.38528,2016-04-14T11:07:35.000-07:00,Z,JBU127-1461994017-airline-0245,A,,36000,418,209,,,,,,,,,,2016-04-14T12:42:55.000-07:00,,,,,, ,"-76.38528,37.10556,36000"
position,SWA1980,32.76139,-117.04917,2016-04-14T11:07:35.000-07:00,Z,SWA1980-1461994256-airline-0376,A,,5000,244,114,,,,,,,,,,2016-04-14T11:08:30.000-07:00,,,,,,D,"-117.04917,32.76139,5000"
position,URF53,36.75611,-122.14167,2016-04-14T11:07:35.000-07:00,Z,URF53-1462192036-1-0,A,,17900,202,169,,,,,,,,,,2016-04-14T11:54:03.000-07:00,,,,,,C,"-122.14167,36.75611,17900"
position,UAL229,32.69604,-117.0344,2016-04-14T11:07:34.000-07:00,A,UAL229-1461994227-airline-0297,A,A5D28E,3100,239,286,,,,,,,,,,,,,,N47414,7027,D,"-117.0344,32.69604,3100"
position,UAL896,41.96424,-88.30945,2016-04-14T11:07:35.000-07:00,A,UAL896-1461994239-airline-0020,A,AAC136,6300,186,90,,,,,,,,,,,,,,N792UA,3427,D,"-88.30945,41.96424,6300"
position,VRD953,36.74824,-121.8956,2016-04-14T11:07:34.000-07:00,A,VRD953-1461994251-airline-0444,A,A6A882,16100,354,346,,,,,,,,,,,,,,N528VA,,D,"-121.8956,36.74824,16100"
position,SWA451,41.92845,-87.90423,2016-04-14T11:07:37.000-07:00,A,SWA451-1461994257-airline-0095,A,ABE0BB,37000,514,86,,,,,,,,,,,,,,N8645A,3704, ,"-87.90423,41.92845,37000"
position,VRD927,37.00868,-121.9758,2016-04-14T11:07:37.000-07:00,A,VRD927-1461994251-airline-0017,A,A83988,10600,345,343,,,,,,,,,,,,,,N629VA,7631,D,"-121.9758,37.00868,10600"
position,AMX773,32.31491,-116.7497,2016-04-14T11:07:37.000-07:00,A,AMX773-1461993999-airline-0128,A,A688FA,14800,341,120,,,,,,,,,,,,,,N520AM,1444,C,"-116.7497,32.31491,14800"
position,UAL908,41.9648,-88.19999,2016-04-14T11:07:38.000-07:00,A,UAL908-1461994239-airline-0130,A,A87D48,4600,180,90,,,,,,,,,,,,,,N646UA,6053,D,"-88.19999,41.9648,4600"
position,UAL633,42.05133,-88.00189,2016-04-14T11:07:39.000-07:00,A,UAL633-1461994235-airline-0070,A,A46CC1,6600,245,283,,,,,,,,,,,,,,N38417,2601,D,"-88.00189,42.05133,6600"
position,N95LL,36.28033,-121.7375,2016-04-14T11:07:39.000-07:00,A,N95LL-1462204778-1-0,A,AD3353,22800,339,146,,,,,,,,,,,,,,N95LL,3660,C,"-121.7375,36.28033,22800"
position,ASQ4008,41.91667,-87.81667,2016-04-14T11:07:39.000-07:00,Z,ASQ4008-1461994171-airline-0204,A,,4700,217,132,,,,,,,,,,2016-04-14T12:03:01.000-07:00,,,,,,C,"-87.81667,41.91667,4700"
position,AAL335,41.96556,-88.0075,2016-04-14T11:07:41.000-07:00,Z,AAL335-1461993950-airline-0112,A,,1800,173,90,,,,,,,,,,2016-04-14T11:09:13.000-07:00,,,,,,D,"-88.0075,41.96556,1800"
position,SWA776,41.3775,-87.27722,2016-04-14T11:07:41.000-07:00,Z,SWA776-1461994257-airline-0372,A,,38000,380,270,,,,,,,,,,2016-04-14T13:09:25.000-07:00,,,,,, ,"-87.27722,41.3775,38000"
position,AAL1098,37.07222,-76.04722,2016-04-14T11:07:50.000-07:00,Z,AAL1098-1461993948-airline-0316,A,,29300,480,25,,,,,,,,,,2016-04-14T11:40:40.000-07:00,,,,,,D,"-76.04722,37.07222,29300"
position,SWA2480,41.51694,-87.13944,2016-04-14T11:07:53.000-07:00,Z,SWA2480-1461994256-airline-0383,A,,6100,275,268,,,,,,,,,,2016-04-14T11:19:31.000-07:00,,,,,,D,"-87.13944,41.51694,6100"
position,DPJ112,42.06778,-88.1675,2016-04-14T11:07:53.000-07:00,Z,DPJ112-1462140023-5-1,A,,3000,257,134,,,,,,,,,,2016-04-14T11:19:16.000-07:00,,,,,,D,"-88.1675,42.06778,3000"
position,ENY3487,42,-87.85,2016-04-14T11:07:45.000-07:00,Z,ENY3487-1461993952-airline-0094,A,,2800,185,56,,,,,,,,,,2016-04-14T11:46:06.000-07:00,,,,,,C,"-87.85,42,2800"
position,ROU1763,36.81556,-76.24194,2016-04-14T11:07:48.000-07:00,Z,ROU1763-1461993970-airline-0151,A,,39000,492,24,,,,,,,,,,2016-04-14T12:24:28.000-07:00,,,,,,C,"-76.24194,36.81556,39000"
position,DAL2805,36.51417,-76.59444,2016-04-14T11:07:48.000-07:00,Z,DAL2805-1461994055-airline-0250,A,,36000,427,200,,,,,,,,,,2016-04-14T12:58:15.000-07:00,,,,,, ,"-76.59444,36.51417,36000"
position,SKW5439,32.97638,-117.5815,2016-04-14T11:07:45.000-07:00,A,SKW5439-1461994146-airline-0138,A,A0B6EA,14200,329,319,,,,,,,,,,,,,,N145SY,7352,C,"-117.5815,32.97638,14200"
position,UAL271,36.84333,-76.60889,2016-04-14T11:07:48.000-07:00,Z,UAL271-1461994227-airline-0288,A,,38000,403,208,,,,,,,,,,2016-04-14T13:13:11.000-07:00,,,,,, ,"-76.60889,36.84333,38000"
position,ASA238,32.48564,-116.89824,2016-04-14T11:02:01.000-07:00,P,ASA238-1461994002-airline-0053,A,,,,142,,,,,,,,,,,,,,,,,"-116.89824,32.48564"
position,VOI433,32.54106,-116.97016,2016-04-14T11:08:01.000-07:00,P,VOI433-1462028700-schedule-0000,A,,,,255,,,,,,,,,,,,,,,,,"-116.97016,32.54106"
position,N866AW,32.55334,-116.69798,2016-04-14T11:08:01.000-07:00,P,N866AW-1462202088-3-0,A,,,,98,,,,,,,,,,,,,,,,,"-116.69798,32.55334"
position,AAL156,32.83167,-116.69028,2016-04-14T11:07:48.000-07:00,Z,AAL156-1461993948-airline-0001,A,,20100,412,20,,,,,,,,,,2016-04-14T14:20:09.000-07:00,,,,,,C,"-116.69028,32.83167,20100"
position,SKW5018,36.53333,-121.7,2016-04-14T11:07:43.000-07:00,Z,SKW5018-1461994233-airline-0431,A,,2600,172,293,,,,,,,,,,2016-04-14T11:14:56.000-07:00,,,,,,D,"-121.7,36.53333,2600"
position,SKW5809,36.59361,-121.77694,2016-04-14T11:07:48.000-07:00,Z,SKW5809-1461994235-airline-0391,A,,21700,374,328,,,,,,,,,,2016-04-14T11:23:57.000-07:00,,,,,,D,"-121.77694,36.59361,21700"
position,N751PP,36.60667,-121.46472,2016-04-14T11:07:48.000-07:00,Z,N751PP-1462204480-2-0,A,,11500,155,151,,,,,,,,,,2016-04-14T12:12:40.000-07:00,,,,,, ,"-121.46472,36.60667,11500"
position,AAL1098,37.0668,-76.05011,2016-04-14T11:07:47.000-07:00,A,AAL1098-1461993948-airline-0316,A,ACD964,29400,483,25,,,,,,,,,,,,,,N927NN,,C,"-76.05011,37.0668,29400"
position,ASA248,32.80472,-117.17889,2016-04-14T11:07:48.000-07:00,Z,ASA248-1461994002-airline-0060,A,,8100,277,132,,,,,,,,,,2016-04-14T11:11:08.000-07:00,,,,,,D,"-117.17889,32.80472,8100"
position,UAL708,36.07528,-121.64389,2016-04-14T11:07:48.000-07:00,Z,UAL708-1461994236-airline-0103,A,,26100,413,354,,,,,,,,,,2016-04-14T11:28:24.000-07:00,,,,,,D,"-121.64389,36.07528,26100"
position,UAL667,42.05246,-87.86609,2016-04-14T11:07:47.000-07:00,A,UAL667-1461994236-airline-0082,A,AA56B8,5100,215,340,,,,,,,,,,,,,,N76519,7273,C,"-87.86609,42.05246,5100"
position,N85JE,41.54652,-88.35288,2016-04-14T11:07:48.000-07:00,A,N85JE-1462136372-36-1,A,ABA5CC,45000,381,271,,,,,,,,,,,,,,N85JE,6264, ,"-88.35288,41.54652,45000"
position,SKW5809,36.59695,-121.7794,2016-04-14T11:07:47.000-07:00,A,SKW5809-1461994235-airline-0391,A,A0B333,21600,366,328,,,,,,,,,,,,,,N144SY,7720,D,"-121.7794,36.59695,21600"
position,SWA2078,42.16081,-87.28319,2016-04-14T11:07:48.000-07:00,A,SWA2078-1461994256-airline-0484,A,AA7DF3,19200,381,356,,,,,,,,,,,,,,N7750A,6217,D,"-87.28319,42.16081,19200"
position,UAL229,32.69973,-117.0504,2016-04-14T11:07:49.000-07:00,A,UAL229-1461994227-airline-0297,A,A5D28E,2800,226,286,,,,,,,,,,,,,,N47414,7027,D,"-117.0504,32.69973,2800"
position,VRD953,36.77599,-121.90406,2016-04-14T11:07:50.000-07:00,A,VRD953-1461994251-airline-0444,A,A6A882,15300,354,348,,,,,,,,,,,,,,N528VA,2074,D,"-121.90406,36.77599,15300"
position,FFT105,37.24919,-75.71927,2016-04-14T11:07:50.000-07:00,A,FFT105-1461994084-airline-0117,A,A1A523,26100,463,14,,,,,,,,,,,,,,N205FR,,D,"-75.71927,37.24919,26100"
position,UAL896,41.96429,-88.2925,2016-04-14T11:07:50.000-07:00,A,UAL896-1461994239-airline-0020,A,AAC136,6000,183,89,,,,,,,,,,,,,,N792UA,3427,D,"-88.2925,41.96429,6000"
position,UAL908,41.96489,-88.18349,2016-04-14T11:07:53.000-07:00,A,UAL908-1461994239-airline-0130,A,A87D48,4300,176,90,,,,,,,,,,,,,,N646UA,,D,"-88.18349,41.96489,4300"
position,SKW5168,42.15556,-87.90333,2016-04-14T11:08:06.000-07:00,Z,SKW5168-1461994233-airline-0312,A,,9300,276,321,,,,,,,,,,2016-04-14T12:04:26.000-07:00,,,,,,C,"-87.90333,42.15556,9300"
position,UAL633,42.05479,-88.02433,2016-04-14T11:07:54.000-07:00,A,UAL633-1461994235-airline-0070,A,A46CC1,6200,238,282,,,,,,,,,,,,,,N38417,2601,D,"-88.02433,42.05479,6200"
position,SKW4550,41.9275,-87.1725,2016-04-14T11:08:05.000-07:00,Z,SKW4550-1461994058-airline-0212,A,,32000,404,325,,,,,,,,,,2016-04-14T12:06:43.000-07:00,,,,,, ,"-87.1725,41.9275,32000"
position,DAL2475,42.26667,-87.67389,2016-04-14T11:08:05.000-07:00,Z,DAL2475-1461994054-airline-0468,A,,20000,418,196,,,,,,,,,,2016-04-14T12:45:25.000-07:00,,,,,,C,"-87.67389,42.26667,20000"
position,UAL244,41.96556,-88.07167,2016-04-14T11:08:06.000-07:00,Z,UAL244-1461994227-airline-0308,A,,2600,181,91,,,,,,,,,,2016-04-14T11:10:24.000-07:00,,,,,,D,"-88.07167,41.96556,2600"
position,CKK221,36.44563,-121.8103,2016-04-14T11:07:56.000-07:00,A,CKK221-1462161637-9-1,A,7805DD,33000,516,117,,,,,,,,,,,,,,B2077,, ,"-121.8103,36.44563,33000"
position,UAL485,41.99306,-87.67861,2016-04-14T11:08:05.000-07:00,Z,UAL485-1461994231-airline-0158,A,,7400,252,84,,,,,,,,,,2016-04-14T12:31:25.000-07:00,,,,,,C,"-87.67861,41.99306,7400"
position,N990H,41.9442,-87.38806,2016-04-14T11:07:58.000-07:00,A,N990H-1462132753-3-2,A,ADD352,45000,350,262,,,,,,,,,,,,,,N990H,3462, ,"-87.38806,41.9442,45000"
position,VRD927,37.0432,-121.9893,2016-04-14T11:07:59.000-07:00,A,VRD927-1461994251-airline-0017,A,A83988,10000,339,343,,,,,,,,,,,,,,N629VA,7631,D,"-121.9893,37.0432,10000"
position,UAL1640,41.67412,-87.64944,2016-04-14T11:07:54.000-07:00,A,UAL1640-1461994226-airline-0316,A,A0817C,39000,518,80,,,,,,,,,,,,,,N13110,2056, ,"-87.64944,41.67412,39000"
position,SWA3014,41.53333,-87.56667,2016-04-14T11:08:09.000-07:00,Z,SWA3014-1461994256-airline-0140,A,,4000,272,283,,,,,,,,,,2016-04-14T11:15:44.000-07:00,,,,,, ,"-87.56667,41.53333,4000"
position,WBR2107,42.15,-88.08333,2016-04-14T11:08:04.000-07:00,Z,WBR2107-1462037400-schedule-0002,A,,4300,148,312,,,,,,,,,,2016-04-14T12:42:12.000-07:00,,,,,,C,"-88.08333,42.15,4300"
position,DAL758,32.86611,-117.3006,2016-04-14T11:08:00.000-07:00,A,DAL758-1461994063-airline-0084,A,AB0D76,28100,507,137,,,,,,,,,,,,,,N811DZ,7634,C,"-117.3006,32.86611,28100"
position,N63251,36.91667,-121.96667,2016-04-14T11:08:13.000-07:00,Z,N63251-1462207229-1-1,A,,5000,105,122,,,,,,,,,,2016-04-14T11:28:41.000-07:00,,,,,, ,"-121.96667,36.91667,5000"
position,UAL896,41.96442,-88.27553,2016-04-14T11:08:05.000-07:00,A,UAL896-1461994239-airline-0020,A,AAC136,5600,182,89,,,,,,,,,,,,,,N792UA,3427,D,"-88.27553,41.96442,5600"
position,UAL293,33.22639,-117.2925,2016-04-14T11:08:12.000-07:00,Z,UAL293-1461994227-airline-0291,A,,14700,371,279,,,,,,,,,,2016-04-14T11:23:54.000-07:00,,,,,,D,"-117.2925,33.22639,14700"
position,CPZ5746,33.25,-117.53333,2016-04-14T11:08:07.000-07:00,Z,CPZ5746-1461994061-airline-0035,A,,11700,360,280,,,,,,,,,,2016-04-14T11:22:14.000-07:00,,,,,,D,"-117.53333,33.25,11700"
position,UAL229,32.70447,-117.0706,2016-04-14T11:08:06.000-07:00,A,UAL229-1461994227-airline-0297,A,A5D28E,2900,200,287,,,,,,,,,,,,,,N47414,7027,C,"-117.0706,32.70447,2900"
position,SWA451,41.93239,-87.81819,2016-04-14T11:08:08.000-07:00,A,SWA451-1461994257-airline-0095,A,ABE0BB,37000,516,86,,,,,,,,,,,,,,N8645A,3704, ,"-87.81819,41.93239,37000"
position,UAL908,41.96494,-88.16741,2016-04-14T11:08:08.000-07:00,A,UAL908-1461994239-airline-0130,A,A87D48,4100,180,89,,,,,,,,,,,,,,N646UA,6053,D,"-88.16741,41.96494,4100"
position,VRD218,36.87235,-121.5351,2016-04-14T11:08:08.000-07:00,A,VRD218-1461994251-airline-0311,A,A84706,25500,461,128,,,,,,,,,,,,,,N632VA,3607,C,"-121.5351,36.87235,25500"
position,N65680,37.11722,-76.54111,2016-04-14T11:08:18.000-07:00,Z,N65680-1462210504-2-0,A,,1500,74,259,,,,,,,,,,2016-04-14T11:30:40.000-07:00,,,,,,C,"-76.54111,37.11722,1500"
position,N631CD,36.36722,-121.80278,2016-04-14T11:08:00.000-07:00,Z,N631CD-1462136406-1-0,A,,8900,150,145,,,,,,,,,,2016-04-14T11:49:08.000-07:00,,,,,, ,"-121.80278,36.36722,8900"
position,N927JC,32.60611,-117.02694,2016-04-14T11:08:12.000-07:00,Z,N927JC-1462201429-11-0,A,,25000,312,136,,,,,,,,,,2016-04-14T13:40:38.000-07:00,,,,,, ,"-117.02694,32.60611,25000"
position,N867K,36.54389,-121.93444,2016-04-14T11:08:13.000-07:00,Z,N867K-1462143577-2-0,A,,11200,191,136,,,,,,,,,,2016-04-14T12:55:25.000-07:00,,,,,,C,"-121.93444,36.54389,11200"
